date,close
2024-03-10,107.9063712869291
2024-03-11,107.55532322653359
2024-03-12,108.27276293334873
2024-03-13,111.05198561158807
2024-03-14,109.7690563198414
2024-03-15,109.80333842079757
2024-03-16,108.60235028606
2024-03-17,108.54687682808608
2024-03-18,108.32057993034385
2024-03-19,109.46820462251851
2024-03-20,110.81350700130052
2024-03-21,111.0965045181975
2024-03-22,111.0105264621626
2024-03-23,112.65765860206602
2024-03-24,112.9683120742966
2024-03-25,115.09181126038044
2024-03-26,112.90410188957918
2024-03-27,115.3861462407564
2024-03-28,114.60005130252242
2024-03-29,113.17479435694429
2024-03-30,113.18191984923378
2024-03-31,111.66930811313964
2024-04-01,112.49870665519185
2024-04-02,111.94164385450173
2024-04-03,112.39481287447369
2024-04-04,111.14407614396258
2024-04-05,110.91409292031157
2024-04-06,111.10965456537892
2024-04-07,110.92514451896254
2024-04-08,113.11028399888446
2024-04-09,113.97328491779587
2024-04-10,114.32023153056502
2024-04-11,111.84196915375315
2024-04-12,112.41664377714089
2024-04-13,114.15164670903776
2024-04-14,113.27500068638724
2024-04-15,113.07334215204187
2024-04-16,109.03561991836447
2024-04-17,107.47122976084025
2024-04-18,104.84802108021273
2024-04-19,105.04193327564562
2024-04-20,104.91558863569091
2024-04-21,104.84531638033754
2024-04-22,104.35847243083028
2024-04-23,105.69735362425945
2024-04-24,104.1971235736824
2024-04-25,104.16695908370227
2024-04-26,104.9749478303242
2024-04-27,104.81195210081185
2024-04-28,104.76064237253766
2024-04-29,103.78626829475681
2024-04-30,103.43135729141575
2024-05-01,104.38501609417574
2024-05-02,101.91802799204113
2024-05-03,101.7859067003238
2024-05-04,101.13339984611751
2024-05-05,101.10875586428354
2024-05-06,103.32083089488016
2024-05-07,102.82907007807162
2024-05-08,104.72857955511408
2024-05-09,106.17422193638477
2024-05-10,106.27601708911713
2024-05-11,106.45086980316505
2024-05-12,106.74625173186723
2024-05-13,105.75329152629133
2024-05-14,106.61222665548118
2024-05-15,105.89234101052031
2024-05-16,106.00129449009967
2024-05-17,103.27159671315216
2024-05-18,102.26372869027884
2024-05-19,102.98174200050344
2024-05-20,101.65517655912993
2024-05-21,102.12356103064751
2024-05-22,101.56323300307007
2024-05-23,102.8309251733317
2024-05-24,104.44489023405974
2024-05-25,104.7301813498559
2024-05-26,104.77433465200458
2024-05-27,104.8880392564902
2024-05-28,104.92398048196097
2024-05-29,106.48733509491632
2024-05-30,109.75206387730796
2024-05-31,108.06171378646981
2024-06-01,106.79314795237498
2024-06-02,108.60414999659831
2024-06-03,107.18064335112838
2024-06-04,105.48029687285762
2024-06-05,108.22114513515706
2024-06-06,107.9298897159441
2024-06-07,107.67066963432367
2024-06-08,107.07783871741223
2024-06-09,107.88906992700417
2024-06-10,106.4868140029843
2024-06-11,108.81809475531642
2024-06-12,109.86672640705515
2024-06-13,109.86435298020179
2024-06-14,109.20291824734576
2024-06-15,109.41030368359468
2024-06-16,110.84660230499041
2024-06-17,114.39472573172421
2024-06-18,116.53450429969318
2024-06-19,118.0208820730923
2024-06-20,118.15265815756287
2024-06-21,119.97103410371825
2024-06-22,119.54430552243535
2024-06-23,120.09212932880158
2024-06-24,121.85128100843518
2024-06-25,122.81162559645766
2024-06-26,121.90572824824703
2024-06-27,119.73662470158126
2024-06-28,120.5290368124712
2024-06-29,120.7960854392129
2024-06-30,122.2166325729638
2024-07-01,122.37486321344548
2024-07-02,121.89087018859416
2024-07-03,123.50561184222555
2024-07-04,125.05631869244243
2024-07-05,121.9661369124178
2024-07-06,119.81594865241493
2024-07-07,120.07451332758434
2024-07-08,120.05255717292033
2024-07-09,119.85521230663106
2024-07-10,121.11215668805222
2024-07-11,124.11404030011238
2024-07-12,122.65230238209477
2024-07-13,122.62651923498072
2024-07-14,122.66274572061393
2024-07-15,123.03852529151644
2024-07-16,121.30569047075437
2024-07-17,122.05889673470114
2024-07-18,122.18588829857238
2024-07-19,125.24869659222715
2024-07-20,125.9022104105396
2024-07-21,124.9193761251218
2024-07-22,122.75004416744906
2024-07-23,122.67942157575608
2024-07-24,121.64943028660409
2024-07-25,121.10394837036445
2024-07-26,121.67892926980197
2024-07-27,122.09509720227443
2024-07-28,122.45244589134434
2024-07-29,124.57174881267932
2024-07-30,125.25632891146327
2024-07-31,129.41004961363336
2024-08-01,129.73823597124996
2024-08-02,129.1825989853882
2024-08-03,126.93932745401317
2024-08-04,125.01334576798047
2024-08-05,126.44872171492887
2024-08-06,127.5092709091796
2024-08-07,127.44852744198315
2024-08-08,127.18183556491765
2024-08-09,125.90349810157431
2024-08-10,125.72768507698413
2024-08-11,125.98943348219412
2024-08-12,123.0145418991353
2024-08-13,124.15886219862877
2024-08-14,121.21295402254395
2024-08-15,121.77583546291572
2024-08-16,121.78358285565554
2024-08-17,122.2834909284175
2024-08-18,121.40525251624538
2024-08-19,123.94526151944262
2024-08-20,125.08767859945384
2024-08-21,126.11652401260889
2024-08-22,125.92139308864904
2024-08-23,125.88323232626735
2024-08-24,127.29669672310031
2024-08-25,129.36240241875984
2024-08-26,131.61358007679357
2024-08-27,131.6192858439387
2024-08-28,131.78781330722774
2024-08-29,132.39047405022293
2024-08-30,132.05402077553921
2024-08-31,131.00931777501165
2024-09-01,131.34961581768098
2024-09-02,132.17447456799079
2024-09-03,133.08442314584488
2024-09-04,133.04364236652447
2024-09-05,132.07289359943323
2024-09-06,132.94341142014397
2024-09-07,133.66289754450776
2024-09-08,132.26898559542
2024-09-09,133.85435519548733
2024-09-10,135.15514621628998
2024-09-11,135.16833676975867
2024-09-12,133.21503260706677
2024-09-13,131.35406468852918
2024-09-14,132.11768585338422
2024-09-15,131.3639100077914
2024-09-16,131.0106361611018
2024-09-17,129.31448538128961
2024-09-18,130.66958778088235
2024-09-19,127.78159862245037
2024-09-20,127.78517140993802
2024-09-21,128.40650670330078
2024-09-22,129.42646901112485
2024-09-23,130.25312034185825
2024-09-24,128.42509963510608
2024-09-25,127.86646174838093
2024-09-26,126.80077179857673
2024-09-27,125.09337930104734
2024-09-28,122.52604817240795
2024-09-29,123.30322445457575
2024-09-30,125.12257137728811
2024-10-01,124.33968080429301
2024-10-02,125.55807824319916
2024-10-03,126.44192701080735
2024-10-04,125.14584495093834
2024-10-05,125.04900975091604
2024-10-06,125.18639656500234
2024-10-07,126.37189879805845
2024-10-08,126.61410131008972
2024-10-09,124.04193427452444
2024-10-10,126.84165050841183
2024-10-11,127.50986676485216
2024-10-12,126.06509501972391
2024-10-13,123.81504842333268
2024-10-14,122.5944810523827
2024-10-15,122.15228598546928
2024-10-16,121.23001577297083
2024-10-17,120.61130981184307
2024-10-18,119.20814560156627
2024-10-19,120.07427347848578
2024-10-20,118.63569569128327
2024-10-21,119.47403859433308
2024-10-22,120.51892840189123
2024-10-23,118.41656546345276
2024-10-24,117.81634173589335
2024-10-25,119.17256132699356
2024-10-26,119.46977040322766
2024-10-27,120.78343897789632
2024-10-28,122.42663556045248
2024-10-29,120.84450919108009
2024-10-30,120.2844295025328
2024-10-31,120.77420358347189
2024-11-01,120.43556715235628
2024-11-02,120.9850159734271
2024-11-03,123.18042655070592
2024-11-04,122.95108453636954
2024-11-05,123.3389815556835
2024-11-06,123.2155695144686
2024-11-07,120.2377048117709
2024-11-08,119.0890556381119
2024-11-09,118.84233783732223
2024-11-10,118.24328892253855
2024-11-11,119.42618027574541
2024-11-12,121.03049231175582
2024-11-13,120.07817420286113
2024-11-14,121.67097962155826
2024-11-15,120.95998095788454
2024-11-16,121.45405035702782
2024-11-17,120.93175003858234
2024-11-18,119.02969593693793
2024-11-19,117.96455635581309
2024-11-20,115.67865937569894
2024-11-21,116.85440085821502
2024-11-22,118.81430485903573
2024-11-23,120.16550025619279
2024-11-24,119.77900501608663
2024-11-25,120.84711627837659
2024-11-26,118.07716942077175
2024-11-27,119.5975190326666
2024-11-28,122.32439282062376
2024-11-29,123.37209316895988
2024-11-30,122.68963261996444
2024-12-01,123.98901932130065
2024-12-02,124.14448640087461
2024-12-03,122.66464386726166
2024-12-04,120.73520343000092
2024-12-05,120.469159176706
2024-12-06,120.57192460923724
2024-12-07,116.91001513804433
2024-12-08,121.06200410479684
2024-12-09,120.48753883845255
2024-12-10,122.43321729447447
2024-12-11,122.54275368833567
2024-12-12,124.47947308893279
2024-12-13,127.8641333807193
2024-12-14,127.09951003495377
2024-12-15,126.64983816564497
2024-12-16,127.6277056726251
2024-12-17,129.20235895414808
2024-12-18,129.61412178085513
2024-12-19,129.435483705234
2024-12-20,127.33680319993542
2024-12-21,127.54687573583425
2024-12-22,126.04685955289399
2024-12-23,126.12526068202352
2024-12-24,128.03507376774118
2024-12-25,128.7015570567448
2024-12-26,129.31693472536062
2024-12-27,126.9866028381113
2024-12-28,127.7931019301358
2024-12-29,127.04688437354747
2024-12-30,124.15607482220044
2024-12-31,126.20115752763739
