ticker,last_price,last_price_timestamp,avg_daily_volume,marketcap,price_provenance,last_news,news_count_24h,fetched_at,combined_score,momentum_score,fundamental_score,sentiment_score,sector,rank_combined_score,rank_momentum_score,rank_fundamental_score,rank_sentiment_score,final_score,rank
CRM,227.11000061035156,2025-11-21T00:00:00-05:00,6555430,217117163520,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928895, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928895, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928895, 'summary': ''}]",10,2025-11-23T15:15:09.118366,0.8877681051398497,0.628971571903922,0.5628600503487025,0.7911853062678356,Industrial,0.9298245614035088,0.38596491228070173,0.47368421052631576,0.9649122807017544,0.6789473684210526,11
JNJ,203.89999389648438,2025-11-21T00:00:00-05:00,10325350,491255267328,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928869, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928869, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928869, 'summary': ''}]",10,2025-11-23T15:15:09.117262,0.8314120463738055,0.7839998559124557,0.6653821268629034,0.3142459486171266,Healthcare,0.8245614035087719,0.6491228070175439,0.631578947368421,0.15789473684210525,0.6666666666666667,12
ORCL,198.75999450683594,2025-11-21T00:00:00-05:00,25878370,566623535104,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928896, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928896, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928896, 'summary': ''}]",10,2025-11-23T15:15:09.118390,0.7598084653655429,0.9976728281440581,0.6105455046213544,0.3591218349032912,Industrial,0.5964912280701754,0.9824561403508771,0.5263157894736842,0.22807017543859648,0.6614035087719298,13
WFC,83.11000061035156,2025-11-21T00:00:00-05:00,14279800,266238001152,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928872, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928872, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928872, 'summary': ''}]",10,2025-11-23T15:15:09.117403,0.6898648188583717,0.8655999469277469,0.767175887178335,0.480214800822005,Finance,0.5087719298245614,0.7719298245614035,0.7894736842105263,0.47368421052631576,0.6403508771929826,14
TMO,587.47998046875,2025-11-21T00:00:00-05:00,1621520,220720971776,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928890, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928890, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928890, 'summary': ''}]",10,2025-11-23T15:15:09.118114,0.9379020937907168,0.4657894782103955,0.7379586414539858,0.4913846752704311,Industrial,1.0,0.10526315789473684,0.7192982456140351,0.5087719298245614,0.6263157894736843,15
UNH,319.9700012207031,2025-11-21T00:00:00-05:00,8289030,289841184768,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928868, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928868, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928868, 'summary': ''}]",10,2025-11-23T15:15:09.117236,0.6004448321669702,0.9937140103819572,0.6833696969196031,0.6844981986599861,Healthcare,0.2982456140350877,0.9649122807017544,0.6666666666666666,0.7543859649122807,0.6175438596491228,16
CSCO,76.0999984741211,2025-11-21T00:00:00-05:00,32896160,300678283264,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928892, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928892, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928892, 'summary': ''}]",10,2025-11-23T15:15:09.118282,0.7484182840729521,0.8752476186177784,0.487029774780537,0.4406241755296716,Industrial,0.5789473684210527,0.7894736842105263,0.40350877192982454,0.3157894736842105,0.5807017543859649,17
NFLX,104.30999755859375,2025-11-21T00:00:00-05:00,37134680,441995165696,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928897, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928897, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928897, 'summary': ''}]",10,2025-11-23T15:15:09.118413,0.8170573262967156,0.7174686070594822,0.3726025175209594,0.6704423611691417,Industrial,0.7894736842105263,0.543859649122807,0.14035087719298245,0.7192982456140351,0.5789473684210527,18
ABBV,236.27999877929688,2025-11-21T00:00:00-05:00,6248950,417597620224,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928887, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928887, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928887, 'summary': ''}]",10,2025-11-23T15:15:09.117998,0.8813724648563568,0.5315924554943701,0.4590339773640355,0.7016165510479713,Industrial,0.9122807017543859,0.19298245614035087,0.3508771929824561,0.7719298245614035,0.5701754385964912,19
CMCSA,27.350000381469727,2025-11-21T00:00:00-05:00,34918390,100981850112,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928902, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928902, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928902, 'summary': ''}]",10,2025-11-23T15:15:09.118636,0.7860579999189801,0.7845770791478848,0.43736507028669264,0.37802469529673854,Industrial,0.6842105263157895,0.6666666666666666,0.2982456140350877,0.2631578947368421,0.5596491228070175,20
IBM,297.44000244140625,2025-11-21T00:00:00-05:00,4597010,278027665408,yfinance,[],0,2025-11-23T15:15:09.118766,0.620140019922101,0.972289556512648,0.4428027806213971,0.6487853362274385,Industrial,0.3508771929824561,0.9298245614035088,0.3333333333333333,0.7017543859649122,0.5561403508771929,21
VZ,41.22999954223633,2025-11-21T00:00:00-05:00,25725540,173843218432,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928904, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928904, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928904, 'summary': ''}]",10,2025-11-23T15:15:09.118721,0.6665814352025972,0.6608591504014629,0.815781240152248,0.5475081744897539,Industrial,0.47368421052631576,0.45614035087719296,0.8245614035087719,0.6140350877192983,0.5526315789473685,22
META,594.25,2025-11-21T00:00:00-05:00,20706520,1497823576064,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928881, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928881, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928881, 'summary': ''}]",10,2025-11-23T15:15:09.117690,0.8626186633247634,0.6753111115524393,0.35139207124072724,0.3671270868001643,Technology,0.8421052631578947,0.49122807017543857,0.12280701754385964,0.24561403508771928,0.5333333333333332,23
PFE,25.040000915527344,2025-11-21T00:00:00-05:00,94576550,142370127872,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928870, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928870, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928870, 'summary': ''}]",10,2025-11-23T15:15:09.117296,0.8045147693403101,0.7341698462647878,0.3917035611297809,0.258158488537294,Healthcare,0.7543859649122807,0.5789473684210527,0.19298245614035087,0.07017543859649122,0.5210526315789474,24
TSLA,391.0899963378906,2025-11-21T00:00:00-05:00,88869720,1300694564864,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928882, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928882, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928882, 'summary': ''}]",10,2025-11-23T15:15:09.117713,0.8141627277447021,0.5589280998988315,0.5915942779899683,0.34988386872926036,Consumer,0.7719298245614035,0.2807017543859649,0.5087719298245614,0.21052631578947367,0.5157894736842105,25
GOOGL,299.6600036621094,2025-11-21T00:00:00-05:00,44136930,3629518422016,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928880, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928880, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928880, 'summary': ''}]",10,2025-11-23T15:15:09.117667,0.5029244418551274,0.9487285538443261,0.8681696671787966,0.45312898390064255,Technology,0.017543859649122806,0.8947368421052632,0.9824561403508771,0.3508771929824561,0.5070175438596491,26
RTX,169.67999267578125,2025-11-21T00:00:00-05:00,3931640,227502178304,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928907, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928907, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928907, 'summary': ''}]",10,2025-11-23T15:15:09.118836,0.7741089525501447,0.700351667830179,0.379387109235015,0.5017102297517082,Industrial,0.6491228070175439,0.5087719298245614,0.17543859649122806,0.5263157894736842,0.5,27
NKE,62.79999923706055,2025-11-21T00:00:00-05:00,15497670,92831039488,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928898, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928898, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928898, 'summary': ''}]",10,2025-11-23T15:15:09.118496,0.602554224043196,0.9164678213406988,0.5028513372884732,0.4538044915940978,Industrial,0.3157894736842105,0.8245614035087719,0.43859649122807015,0.3684210526315789,0.4982456140350877,28
HD,343.32000732421875,2025-11-21T00:00:00-05:00,4981770,341736128512,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928874, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928874, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928874, 'summary': ''}]",10,2025-11-23T15:15:09.117480,0.727409879646513,0.5892718288354492,0.4944936342028039,0.7904991268195798,Industrial,0.5263157894736842,0.3508771929824561,0.42105263157894735,0.9473684210526315,0.49473684210526314,29
PM,155.24000549316406,2025-11-21T00:00:00-05:00,4716290,241652596736,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928903, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928903, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928903, 'summary': ''}]",10,2025-11-23T15:15:09.118678,0.6641744805365379,0.4669313041575259,0.8432520078036769,0.7812256189814955,Industrial,0.45614035087719296,0.12280701754385964,0.9122807017543859,0.9122807017543859,0.4929824561403509,30
UNP,226.22000122070312,2025-11-21T00:00:00-05:00,3203900,134184861696,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928907, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928907, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928907, 'summary': ''}]",10,2025-11-23T15:15:09.118813,0.7916159233609671,0.5580334304506545,0.42854208442226316,0.5505065566753828,Industrial,0.7192982456140351,0.2631578947368421,0.24561403508771928,0.631578947368421,0.4789473684210527,31
GE,287.44000244140625,2025-11-21T00:00:00-05:00,3665770,304812687360,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928879, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928879, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928879, 'summary': ''}]",10,2025-11-23T15:15:09.117620,0.7651695577441588,0.7932631991769281,0.33475509989651253,0.3141253450644869,Industrial,0.6140350877192983,0.6842105263157895,0.05263157894736842,0.14035087719298245,0.47543859649122805,32
COST,899.010009765625,2025-11-21T00:00:00-05:00,2472180,398690353152,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928889, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928889, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928889, 'summary': ''}]",10,2025-11-23T15:15:09.118067,0.828379304012218,0.4545456473042764,0.4270789232652492,0.7092174406485834,Industrial,0.8070175438596491,0.08771929824561403,0.22807017543859648,0.7894736842105263,0.4736842105263158,33
ABT,128.11000061035156,2025-11-21T00:00:00-05:00,7062730,222970200064,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928895, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928895, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928895, 'summary': ''}]",10,2025-11-23T15:15:09.118340,0.7783338885639107,0.4381166236911743,0.6899268345836722,0.4273838713861497,Industrial,0.6666666666666666,0.07017543859649122,0.6842105263157895,0.2982456140350877,0.45438596491228067,34
QCOM,163.3000030517578,2025-11-21T00:00:00-05:00,9715810,176200712192,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928900, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928900, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928900, 'summary': ''}]",10,2025-11-23T15:15:09.118566,0.6047558988624636,0.8090262214159449,0.4321304306709357,0.533460994043371,Industrial,0.3333333333333333,0.7017543859649122,0.2631578947368421,0.5789473684210527,0.45438596491228067,35
BAC,51.560001373291016,2025-11-21T00:00:00-05:00,33812800,381902225408,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928871, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928871, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928871, 'summary': ''}]",10,2025-11-23T15:15:09.117359,0.5391224746832373,0.9057111521138858,0.6236274180717755,0.4541471738119525,Finance,0.12280701754385964,0.8070175438596491,0.5789473684210527,0.38596491228070173,0.4456140350877193,36
MCD,309.3500061035156,2025-11-21T00:00:00-05:00,2957460,220753526784,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928891, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928891, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928891, 'summary': ''}]",10,2025-11-23T15:15:09.118137,0.670340469743759,0.7764676250218541,0.42069063803381757,0.328248379519509,Industrial,0.49122807017543857,0.631578947368421,0.21052631578947367,0.17543859649122806,0.4456140350877193,37
V,327.9800109863281,2025-11-21T00:00:00-05:00,6565640,636590161920,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928883, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928883, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928883, 'summary': ''}]",10,2025-11-23T15:15:09.117876,0.5699657749153016,0.7368208804978904,0.7563612991543389,0.4658784470320742,Industrial,0.19298245614035087,0.5964912280701754,0.7368421052631579,0.42105263157894735,0.44561403508771924,38
PG,150.9199981689453,2025-11-21T00:00:00-05:00,9014430,353226063872,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928884, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928884, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928884, 'summary': ''}]",10,2025-11-23T15:15:09.117926,0.651467545300682,0.7507515941341243,0.3770348786998577,0.5301951874699089,Industrial,0.42105263157894735,0.6140350877192983,0.15789473684210525,0.5614035087719298,0.44035087719298244,39
AMD,203.77999877929688,2025-11-21T00:00:00-05:00,59379160,331762302976,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928900, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928900, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928900, 'summary': ''}]",10,2025-11-23T15:15:09.118543,0.5359063896156324,0.8324330916161168,0.4380688395579462,0.7972536136956283,Industrial,0.10526315789473684,0.7368421052631579,0.3157894736842105,0.9824561403508771,0.4245614035087719,40
ADBE,324.19000244140625,2025-11-21T00:00:00-05:00,3378300,137521397760,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928898, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928898, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928898, 'summary': ''}]",10,2025-11-23T15:15:09.118468,0.520620972645048,0.9826470265681709,0.4348184022189344,0.473005020403486,Industrial,0.08771929824561403,0.9473684210526315,0.2807017543859649,0.45614035087719296,0.42105263157894735,41
LLY,1059.699951171875,2025-11-21T00:00:00-05:00,4218540,949975187456,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928885, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928885, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928885, 'summary': ''}]",10,2025-11-23T15:15:09.117951,0.5417356295210666,0.9386937301614862,0.5851694268592389,0.23035299771492876,Industrial,0.14035087719298245,0.8771929824561403,0.49122807017543857,0.017543859649122806,0.41929824561403506,42
MRK,97.76000213623047,2025-11-21T00:00:00-05:00,16554060,244183302144,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928886, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928886, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928886, 'summary': ''}]",10,2025-11-23T15:15:09.117975,0.5435223695750588,0.6396403030842384,0.6298821560969663,0.7995694810476361,Industrial,0.15789473684210525,0.42105263157894735,0.5964912280701754,1.0,0.40877192982456134,43
MMM,168.08999633789062,2025-11-21T00:00:00-05:00,2838290,89529720832,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928908, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928908, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928908, 'summary': ''}]",10,2025-11-23T15:15:09.118859,0.5770123916891436,0.5071911283180789,0.8613085443484028,0.7116319352289713,Industrial,0.21052631578947367,0.15789473684210525,0.9649122807017544,0.8070175438596491,0.4052631578947369,44
MSFT,472.1199951171875,2025-11-21T00:00:00-05:00,25909050,3509346369536,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928868, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928868, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928868, 'summary': ''}]",10,2025-11-23T15:15:09.117210,0.6237631932661036,0.6276732650545886,0.47906687486917976,0.6707716545744521,Technology,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.7368421052631579,0.4052631578947368,45
INTU,663.1500244140625,2025-11-21T00:00:00-05:00,1895800,184889540608,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928902, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928902, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928902, 'summary': ''}]",10,2025-11-23T15:15:09.118613,0.6250881213995414,0.5600951139715257,0.6786617743620593,0.2928780951644385,Industrial,0.38596491228070173,0.2982456140350877,0.6491228070175439,0.10526315789473684,0.38421052631578945,46
